SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
526,HNRNPH1,SNRPD3,P31943,P62318,"2LXU, 6DHS, 7ZUG","1D3B, 3CW1, 3JCR, 3PGW, 3VRI, 4PJO, 4WZJ, 5MQF, 5O9Z, 5XJC, 5YZG, 5Z56, 5Z57, 5Z58, 6AH0, 6AHD, 6FF7, 6ICZ, 6ID0, 6ID1, 6QDV, 6QW6, 6QX9, 6V4X, 6Y53, 6Y5Q, 7A5P, 7ABG, 7ABI, 7B0Y, 7DVQ, 7EVO, 7QTT, 7VPX, 7W59, 7W5A, 7W5B, 8C6J, 8CH6, 8H6E, 8H6J, 8H6K, 8H6L, 8HK1, 8I0P, 8I0R, 8I0S, 8I0T, 8I0U, 8I0V, 8I0W, 8Q7Q, 8Q7V, 8Q7W, 8Q7X, 8Q91, 8QO9, 8QXD, 8QZS, 8R08, 8R09, 8R0A, 8R0B, 8R7N, 8RC0, 8RM5, 8RO2, 8Y6O, 8Y7E, 9FMD, 9GBW, 9GC0, 9GCL"
527,HNRNPL,TAF15,Q8R081,Q9AST1,"3S01, 3TYT",No 3D Structure
528,ELAVL1,HNRNPA3,Q15717,P51991,"3HI9, 4ED5, 4EGL, 4FXV, 5SZW, 6G2K, 6GC5, 6GD1, 6GD2, 6GD3",No 3D Structure
529,EWSR1,HNRNPH1,Q61545,P31943,No 3D Structure,"2LXU, 6DHS, 7ZUG"
530,IFNA5,IFNA17,P01569,P01571,No 3D Structure,No 3D Structure
531,FUS,SNRPC,P56959,P09234,No 3D Structure,"2VRD, 3CW1, 4PJO, 6ELD, 6QX9, 7VPX"
532,LRRK2,HSPA4,Q5S007,O88600,"2ZEJ, 3D6T, 5MY9, 5MYC, 6DLO, 6DLP, 6OJE, 6OJF, 6VNO, 6VP6, 6VP7, 6VP8, 6XAF, 6XR4, 7LHT, 7LHW, 7LI3, 7LI4, 7THY, 7THZ, 8FO2, 8FO7, 8FO8, 8FO9, 8SMC, 8TXZ, 8TYQ, 8TZB, 8TZC, 8TZE, 8TZF, 8TZG, 8TZH, 8U1B, 8U7H, 8U7L, 8U8A, 8U8B, 8VH4, 8VH5, 9C76, 9CHO",No 3D Structure
533,HDAC6,TPPP,Q9UBN7,D3ZQL7,"3C5K, 3GV4, 3PHD, 5B8D, 5EDU, 5KH3, 5KH7, 5KH9, 5WBN, 5WPB, 6CE6, 6CE8, 6CEA, 6CEC, 6CED, 6CEE, 6CEF, 7ZYU, 8G43, 8G44, 8G45",No 3D Structure
534,ATXN1,STUB1,P54253,Q9UNE7,"1OA8, 2M41, 4APT, 4AQP, 4J2J, 4J2L, 6QIU","4KBQ, 6EFK, 6NSV, 7TB1, 8EHZ, 8EI0, 8F14, 8F15, 8F16, 8F17, 8FYU, 8GCK, 8SUV"
535,MDH2,NDUFA9,P40926,Q16795,"2DFD, 4WLE, 4WLF, 4WLN, 4WLO, 4WLU, 4WLV","5XTB, 5XTD, 5XTH, 5XTI"
536,HSP90AB1,YWHAE,P08238,P62258,"1QZ2, 1UYM, 2L6J, 3FWV, 3NMQ, 3PRY, 3UQ3, 5FWK, 5FWL, 5FWM, 5FWP, 5UC4, 5UCH, 5UCI, 5UCJ, 6N8W, 6N8Y, 7ULJ, 7Z37, 7Z38, 7ZR0, 7ZR5, 7ZR6, 7ZUB, 8EOA, 8EOB, 8GAE, 8GFT, 8QMO","2BR9, 3UAL, 3UBW, 6EIH, 7C8E, 7V9B, 8DGM, 8DGN, 8DGP, 8DP5, 8Q1S"
537,PSMC2,VCP,P35998,P42660,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
538,RB1CC1,TAX1BP1,Q8TDY2,Q3UKC1,"6DCE, 6GMA, 7CZG, 7CZM, 7D0E, 7EA2, 7EAA, 8SOI, 8SQZ, 8SRM, 8W6B, 8YFK, 8YFL, 8YFM, 8YFN, 9C82, 9D34",No 3D Structure
539,DDX5,EWSR1,Q5R4I9,Q61545,No 3D Structure,No 3D Structure
540,DCTN1,MAPT,A0A287B8J2,P10636,"6ZNL, 7Z8F, 8PQW, 8PQZ, 8PR0, 8PR5, 8PTK","1I8H, 2MZ7, 2ON9, 3OVL, 4E0M, 4E0N, 4E0O, 4FL5, 4GLR, 4NP8, 4TQE, 4Y32, 4Y3B, 4Y5I, 5BTV, 5DMG, 5E2V, 5E2W, 5HF3, 5K7N, 5MO3, 5MP1, 5MP3, 5MP5, 5N5A, 5N5B, 5NVB, 5O3L, 5O3O, 5O3T, 5V5B, 5V5C, 5ZIA, 5ZV3, 6BB4, 6CVJ, 6CVN, 6DC8, 6DC9, 6DCA, 6FAU, 6FAV, 6FAW, 6FBW, 6FBY, 6FI4, 6FI5, 6GK7, 6GK8, 6GX5, 6H06, 6HRE, 6HRF, 6LRA, 6N4P, 6NK4, 6NWP, 6NWQ, 6ODG, 6PXR, 6QJH, 6QJM, 6QJP, 6QJQ, 6TJO, 6TJX, 6VH7, 6VHA, 6VHL, 6VI3, 6XLI, 7EYC, 7KQK, 7MKF, 7MKG, 7MKH, 7NRQ, 7NRS, 7NRT, 7NRV, 7NRX, 7P65, 7P66, 7P67, 7P68, 7P6A, 7P6B, 7P6C, 7P6D, 7P6E, 7PQC, 7PQP, 7QJV, 7QJW, 7QJX, 7QJY, 7QJZ, 7QK1, 7QK2, 7QK3, 7QK5, 7QK6, 7QKF, 7QKG, 7QKH, 7QKI, 7QKJ, 7QKK, 7QKL, 7QKM, 7QKU, 7QKV, 7QKW, 7QKX, 7QKY, 7QKZ, 7QL0, 7QL1, 7QL2, 7QL3, 7QL4, 7R4T, 7R5H, 7SP1, 7U0Z, 7UPE, 7UPF, 7UPG, 7YMN, 7YPG, 8AZU, 8BGS, 8BGV, 8BYN, 8CAQ, 8CAX, 8FNZ, 8FUG, 8FYU, 8G54, 8G55, 8G58, 8GCK, 8KDX, 8OH2, 8OHI, 8OHP, 8OI0, 8OP0, 8OPI, 8ORE, 8ORF, 8ORG, 8OT6, 8OT9, 8OTC, 8OTG, 8OTH, 8OTI, 8OTJ, 8P34, 8PII, 8PPO, 8Q27, 8Q2J, 8Q2K, 8Q2L, 8Q7F, 8Q7L, 8Q7M, 8Q7P, 8Q7T, 8Q88, 8Q8C, 8Q8D, 8Q8E, 8Q8F, 8Q8L, 8Q8M, 8Q8R, 8Q8S, 8Q8U, 8Q8V, 8Q8W, 8Q8X, 8Q8Y, 8Q8Z, 8Q92, 8Q97, 8Q98, 8Q99, 8Q9A, 8Q9B, 8Q9C, 8Q9D, 8Q9E, 8Q9F, 8Q9G, 8Q9H, 8Q9I, 8Q9J, 8Q9K, 8Q9L, 8Q9M, 8Q9O, 8QCP, 8QCR, 8QDV, 8QJJ, 8R3T, 8SEH, 8SEI, 8TTL, 8TTN, 8UQ7, 8V1N, 8WCP, 8ZWL, 8ZWM, 8ZX6, 9BBL, 9BBM, 9BXI, 9BXO, 9BXQ, 9BXR, 9CGX, 9CGZ, 9CZI, 9CZL, 9EO7, 9EO9, 9EOE, 9EOG, 9EOH, 9ERM, 9ERN, 9ERO, 9G13, 9GG0, 9GG1, 9GG6, 9H5G, 9H5J, 9HBB"
541,FUS,TAF15,P56959,Q9AST1,No 3D Structure,No 3D Structure
542,CCNF,TARDBP,Q8K4F8,Q13148,No 3D Structure,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR"
543,TARDBP,HNRNPA0,Q13148,Q13151,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR",No 3D Structure
544,SDHA,IDH3A,P31040,Q9D6R2,"6VAX, 8DYD, 8DYE, 8GS8",No 3D Structure
545,DLD,NDUFA9,Q94AX4,Q16795,No 3D Structure,"5XTB, 5XTD, 5XTH, 5XTI"
546,PARK7,STUB1,Q5XJ36,Q9UNE7,No 3D Structure,"4KBQ, 6EFK, 6NSV, 7TB1, 8EHZ, 8EI0, 8F14, 8F15, 8F16, 8F17, 8FYU, 8GCK, 8SUV"
547,CCR5,STAT3,Q5ECR9,Q6DV79,No 3D Structure,No 3D Structure
548,TSC2,YWHAH,P49815,Q04917,"7DL2, 9CE3","2C63, 2C74, 7NMZ"
549,MUL1,TP53,Q9VZJ9,Q12888,No 3D Structure,"1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U"
550,RBMX,ILF3,Q9WV02,Q9Z1X4,No 3D Structure,"4AT7, 4AT8, 4AT9, 4ATB, 5DV7"
551,CPSF6,ELAVL1,Q6NVF9,Q15717,No 3D Structure,"3HI9, 4ED5, 4EGL, 4FXV, 5SZW, 6G2K, 6GC5, 6GD1, 6GD2, 6GD3"
552,SNRNP70,SRSF7,P08621,Q8BL97,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08",No 3D Structure
553,PDHA1,DLST,P08559,P42628,"1NI4, 2OZL, 3EXE, 3EXF, 3EXG, 3EXH, 3EXI, 6CER, 6CFO",No 3D Structure
554,PSMA4,VCP,P25789,P42660,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
555,ILF2,RBM14,Q12905,Q8C2Q3,No 3D Structure,No 3D Structure
556,HSPA8,YWHAZ,P63017,P63104,3CQX,"1IB1, 1QJA, 1QJB, 2C1J, 2C1N, 2O02, 2WH0, 3CU8, 3NKX, 3RDH, 4BG6, 4FJ3, 4HKC, 4IHL, 4N7G, 4N7Y, 4N84, 4WRQ, 4ZDR, 5D2D, 5D3F, 5EWZ, 5EXA, 5J31, 5JM4, 5M35, 5M36, 5M37, 5NAS, 5ULO, 5WXN, 5XY9, 6EF5, 6EJL, 6EWW, 6F08, 6F09, 6FN9, 6FNA, 6FNB, 6FNC, 6Q0K, 6RLZ, 6U2H, 6XAG, 6YMO, 6YO8, 6YOS, 6ZFD, 6ZFG, 7D8H, 7D8P, 7D9V, 7MFD, 7MFE, 7MFF, 7Q16, 7ZIT, 8A9G, 8AH2, 8P1H, 8QDV, 8WE2, 8WF6, 9FUM, 9FVL"
557,SFPQ,SRSF7,Q8VIJ6,Q8BL97,No 3D Structure,No 3D Structure
558,ACO2,NFU1,Q94A28,Q9UMS0,No 3D Structure,"2LTM, 2M5O"
559,MATR3,HNRNPU,P43243,Q8VEK3,No 3D Structure,No 3D Structure
560,SOD1,PSMD2,P15107,Q13200,1XSO,"5GJQ, 5GJR, 5L4K, 5LN3, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7UIH, 7UJD, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8L, 9E8N, 9E8O, 9E8Q"
561,ABL1,SNCA,P00520,Q3T0G8,"1ABO, 1ABQ, 1FPU, 1IEP, 1M52, 1OPJ, 1OPK, 2HZN, 2QOH, 2Z60, 3DK3, 3DK6, 3DK7, 3IK3, 3K5V, 3KF4, 3KFA, 3MS9, 3MSS, 3OXZ, 3OY3, 5IH2, 6HD4, 6HD6",No 3D Structure
562,HDAC4,YWHAB,Q6NZM9,P31946,No 3D Structure,"2BQ0, 2C23, 4DNK, 5N10, 6A5Q, 6BYK, 6GN0, 6GN8, 6GNJ, 6GNK, 6GNN, 6HEP, 6YGJ, 8DP5, 8EQ8, 8EQH"
563,ILF2,TRA2B,Q12905,Q3ZBT6,No 3D Structure,No 3D Structure
564,HNRNPM,ALYREF,P52272,Q86V81,"2DGV, 2DH9, 2DO0, 2OT8","3ULH, 7ZNJ, 7ZNK"
565,DHX9,TARDBP,Q5R874,Q13148,No 3D Structure,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR"
566,SRSF9,HNRNPR,Q13242,O43390,No 3D Structure,2DK2
567,NUBP2,CIAPIN1,Q9Y5Y2,Q6FI81,No 3D Structure,"2LD4, 2YUI, 4M7R"
568,EWSR1,SRSF2,Q61545,Q62093,No 3D Structure,No 3D Structure
569,HTT,UBQLN2,P42858,Q9UHD9,"2LD0, 2LD2, 3IO4, 3IO6, 3IOR, 3IOT, 3IOU, 3IOV, 3IOW, 3LRH, 4FE8, 4FEB, 4FEC, 4FED, 4RAV, 6EZ8, 6N8C, 6RMH, 6X9O, 6YEJ, 7DXJ, 7DXK, 8R2O, 8SAH, 8VLX, 8W15","1J8C, 2NBV, 6MUN, 7F7X"
570,MDH2,NDUFS8,P40926,O00217,"2DFD, 4WLE, 4WLF, 4WLN, 4WLO, 4WLU, 4WLV","5XTB, 5XTD, 5XTH, 5XTI"
571,DHX9,HNRNPF,Q5R874,P52597,No 3D Structure,"2HGL, 2HGM, 2HGN, 2KFY, 2KG0, 2KG1, 3TFY"
572,HNRNPH3,HNRNPU,P31942,Q8VEK3,No 3D Structure,No 3D Structure
573,APP,HSPA8,A2VEY9,P63017,No 3D Structure,3CQX
574,CSNK1D,TP53,P48730,Q12888,"3UYS, 3UYT, 3UZP, 4HGT, 4HNF, 4KB8, 4KBA, 4KBC, 4KBK, 4TN6, 4TW9, 4TWC, 5IH4, 5IH5, 5IH6, 5MQV, 5OKT, 5W4W, 6F1W, 6F26, 6GZM, 6HMP, 6HMR, 6PXN, 6PXO, 6PXP, 6RCG, 6RCH, 6RU6, 6RU7, 6RU8, 7NZY, 7P7F, 7P7G, 7P7H, 7QR9, 7QRA, 7QRB, 8D7M, 8D7N, 8D7O, 8D7P, 8IZC, 8VXD, 8VXF, 9B3S","1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U"
575,FUS,SRSF3,P56959,P84103,No 3D Structure,"2I2Y, 2I38, 9ASQ"
576,IL5RA,JAK1,Q01344,P23458,"1OBX, 1OBZ, 3QT2, 3VA2, 6H41, 8TLD","3EYG, 3EYH, 4E4L, 4E4N, 4E5W, 4EHZ, 4EI4, 4FK6, 4GS0, 4I5C, 4IVB, 4IVC, 4IVD, 4K6Z, 4K77, 4L00, 4L01, 5E1E, 5HX8, 5IXD, 5IXI, 5KHW, 5KHX, 5L04, 5WO4, 6AAH, 6BBU, 6C7Y, 6DBN, 6ELR, 6GGH, 6HZU, 6N77, 6N78, 6N79, 6N7A, 6N7B, 6N7C, 6N7D, 6RSB, 6RSC, 6RSD, 6RSE, 6RSH, 6SM8, 6SMB, 6TPE, 6TPF, 6W8L, 8EXJ, 8S85"
577,TFEB,YWHAB,Q9R210,P31946,No 3D Structure,"2BQ0, 2C23, 4DNK, 5N10, 6A5Q, 6BYK, 6GN0, 6GN8, 6GNJ, 6GNK, 6GNN, 6HEP, 6YGJ, 8DP5, 8EQ8, 8EQH"
578,SNCA,SNCB,Q3T0G8,Q16143,No 3D Structure,No 3D Structure
579,FXN,ISCA2,Q16595,Q86U28,"1EKG, 1LY7, 3S4M, 3S5D, 3S5E, 3S5F, 3T3J, 3T3K, 3T3L, 3T3T, 3T3X, 5KZ5, 6NZU, 8PK8, 8PK9, 8RME",No 3D Structure
580,JAK1,TNF,P23458,Q7TS55,"3EYG, 3EYH, 4E4L, 4E4N, 4E5W, 4EHZ, 4EI4, 4FK6, 4GS0, 4I5C, 4IVB, 4IVC, 4IVD, 4K6Z, 4K77, 4L00, 4L01, 5E1E, 5HX8, 5IXD, 5IXI, 5KHW, 5KHX, 5L04, 5WO4, 6AAH, 6BBU, 6C7Y, 6DBN, 6ELR, 6GGH, 6HZU, 6N77, 6N78, 6N79, 6N7A, 6N7B, 6N7C, 6N7D, 6RSB, 6RSC, 6RSD, 6RSE, 6RSH, 6SM8, 6SMB, 6TPE, 6TPF, 6W8L, 8EXJ, 8S85","2Q8O, 2QDN, 3B9I, 3FC0, 7E57, 7KHX"
581,CYLD,TAB2,Q9NQC7,Q9NYJ8,"1IXD, 1WHL, 1WHM, 2VHF, 7OWC, 7OWD","2DAE, 2WWZ, 2WX0, 2WX1, 9AVT, 9AVW"
582,YWHAB,TP53,P31946,Q12888,"2BQ0, 2C23, 4DNK, 5N10, 6A5Q, 6BYK, 6GN0, 6GN8, 6GNJ, 6GNK, 6GNN, 6HEP, 6YGJ, 8DP5, 8EQ8, 8EQH","1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U"
583,SNRNP70,TAF15,P08621,Q9AST1,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08",No 3D Structure
584,HNRNPR,U2AF2,O43390,P26368,2DK2,"1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU"
585,HNRNPH3,HNRNPR,P31942,O43390,No 3D Structure,2DK2
586,RBMX,HNRNPDL,Q9WV02,O14979,No 3D Structure,7ZIR
587,NFKB1,STAT5A,Q6F3J0,P42229,No 3D Structure,"7TVA, 7TVB, 7UBT, 7UC6, 7UC7"
588,MATR3,PTBP1,P43243,P26599,No 3D Structure,"1QM9, 1SJQ, 1SJR, 2AD9, 2ADB, 2ADC, 2EVZ, 2N3O, 3ZZY, 3ZZZ, 8BGF, 8BWF"
589,DLD,UQCRC1,Q94AX4,P31930,No 3D Structure,"5XTE, 5XTH, 5XTI"
590,HDAC6,STUB1,Q9UBN7,Q9UNE7,"3C5K, 3GV4, 3PHD, 5B8D, 5EDU, 5KH3, 5KH7, 5KH9, 5WBN, 5WPB, 6CE6, 6CE8, 6CEA, 6CEC, 6CED, 6CEE, 6CEF, 7ZYU, 8G43, 8G44, 8G45","4KBQ, 6EFK, 6NSV, 7TB1, 8EHZ, 8EI0, 8F14, 8F15, 8F16, 8F17, 8FYU, 8GCK, 8SUV"
591,ATXN1,YWHAZ,P54253,P63104,"1OA8, 2M41, 4APT, 4AQP, 4J2J, 4J2L, 6QIU","1IB1, 1QJA, 1QJB, 2C1J, 2C1N, 2O02, 2WH0, 3CU8, 3NKX, 3RDH, 4BG6, 4FJ3, 4HKC, 4IHL, 4N7G, 4N7Y, 4N84, 4WRQ, 4ZDR, 5D2D, 5D3F, 5EWZ, 5EXA, 5J31, 5JM4, 5M35, 5M36, 5M37, 5NAS, 5ULO, 5WXN, 5XY9, 6EF5, 6EJL, 6EWW, 6F08, 6F09, 6FN9, 6FNA, 6FNB, 6FNC, 6Q0K, 6RLZ, 6U2H, 6XAG, 6YMO, 6YO8, 6YOS, 6ZFD, 6ZFG, 7D8H, 7D8P, 7D9V, 7MFD, 7MFE, 7MFF, 7Q16, 7ZIT, 8A9G, 8AH2, 8P1H, 8QDV, 8WE2, 8WF6, 9FUM, 9FVL"
592,HNRNPK,U2AF1,P61979,Q01081,No 3D Structure,1JMT
593,TAF15,HNRNPC,Q9AST1,P07910,No 3D Structure,"1TXP, 1WF2, 2MXY, 2MZ1, 3LN4"
594,CS,PDHA1,A0A2P1GIW2,P08559,6RT8,"1NI4, 2OZL, 3EXE, 3EXF, 3EXG, 3EXH, 3EXI, 6CER, 6CFO"
595,CS,IDH3B,A0A2P1GIW2,O43837,6RT8,"6KDE, 6KDF, 6KDY, 6KE3, 7CE3, 8GRB, 8GRD, 8GRU, 8GS5"
596,PSMD2,UBQLN1,Q13200,Q8R317,"5GJQ, 5GJR, 5L4K, 5LN3, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7UIH, 7UJD, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8L, 9E8N, 9E8O, 9E8Q",No 3D Structure
597,FUS,VCP,P56959,P42660,No 3D Structure,No 3D Structure
598,MARK2,YWHAH,Q7KZI7,Q04917,"3IEC, 5EAK, 5KZ7, 5KZ8, 8TXY","2C63, 2C74, 7NMZ"
599,ELAVL1,MATR3,Q15717,P43243,"3HI9, 4ED5, 4EGL, 4FXV, 5SZW, 6G2K, 6GC5, 6GD1, 6GD2, 6GD3",No 3D Structure
600,PCBP1,TARDBP,P60335,Q13148,No 3D Structure,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR"
601,ABL1,YWHAH,P00520,Q04917,"1ABO, 1ABQ, 1FPU, 1IEP, 1M52, 1OPJ, 1OPK, 2HZN, 2QOH, 2Z60, 3DK3, 3DK6, 3DK7, 3IK3, 3K5V, 3KF4, 3KFA, 3MS9, 3MSS, 3OXZ, 3OY3, 5IH2, 6HD4, 6HD6","2C63, 2C74, 7NMZ"
602,RAF1,STUB1,A7E3S4,Q9UNE7,No 3D Structure,"4KBQ, 6EFK, 6NSV, 7TB1, 8EHZ, 8EI0, 8F14, 8F15, 8F16, 8F17, 8FYU, 8GCK, 8SUV"
603,MARK3,YWHAH,Q8VHF0,Q04917,No 3D Structure,"2C63, 2C74, 7NMZ"
604,ATG9A,RB1CC1,Q3T904,Q8TDY2,No 3D Structure,"6DCE, 6GMA, 7CZG, 7CZM, 7D0E, 7EA2, 7EAA, 8SOI, 8SQZ, 8SRM, 8W6B, 8YFK, 8YFL, 8YFM, 8YFN, 9C82, 9D34"
605,IFNA1,IFNA4,P01572,P05014,No 3D Structure,No 3D Structure
